bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
112798,Metabolite pool sizes,Metabolite pool sizes,,Thale cress Arabidopsis thaliana,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Metabolite%20pool%20sizes.pdf
113562,Dimensions of giant pavement cell,Dimensions,giant pavement cell,Thale cress Arabidopsis thaliana,,,,,,,,Cells,,"'area 11,000±5,400µm^2: length 360±150µm (longest can reach 800 µm)"
111445,Stomatal pore length on adaxial leaf surface,Stomatal pore length on adaxial leaf surface,,Tobacco Nicotiana tabacum,40.0,,,µm,3.9999999999999996e-05,,,Other,40,
111446,Stomatal pore length on abaxial leaf surface,Stomatal pore length on abaxial leaf surface,,Tobacco Nicotiana tabacum,40.0,,,stomata/mm^2,40.0,,,Other,40,
112116,Diameter of soma of neuron,Diameter,soma of neuron,Tobacco hawkmoth Manduca sexta,,22.0,24.0,µm,,2.2e-05,2.4e-05,Other,,'22 - 24
104375,Virus length,Length,virus,Tobacco mosaic virus (TMV),,,,nm,,,,Other,,'â300
104376,Virus radius,Radius,virus,Tobacco mosaic virus (TMV),20.0,,,nm,2e-08,,,Other,20,
106453,Genome size of tomato strain (L),Genome size,tomato strain (L),Tobacco mosaic virus (TMV),,,,Nucleotides,,,,Other,,"'~6,400"
103056,Shell volume of ringspot virus,Shell volume,ringspot virus,Tobacco ringspot virus,6420000.0,,,A^3,6.42e-24,,,Other,6420000,'Table link - http://bionumbers.hms.harvard.edu/files/Solvent%20properties%20for%20several%20different%20macromolecules.jpg
104794,Volume of mesophyll cell in Norway Spruce needles,Volume,mesophyll cell in Norway Spruce needles,Tree Norway Spruce Picea abies,109060.0,,,µm^3,1.0906e-13,,,Cells,109060,'±31028
113647,Size of genome,Size,genome,Tree Norway Spruce Picea abies,19.6,,,Giga base pairs,19.6,,,Other,19.6,'Table link - http://bionumbers.hms.harvard.edu/files/Characteristics%20of%20the%20P.%20abies%20genome.pdf
104797,Volume of palisade tissue (mesophyll) cell 7 days after bloom,Volume,palisade tissue (mesophyll) cell 7 days after bloom,Tree Oak Quercus,1200.0,,,µm^3,1.2000000000000002e-15,,,Tissues & organs,1200,
101411,Volume of Nuclei in heart tissue,Volume,Nuclei in heart tissue,Triturus cristatus,1748.0,,,µm^3,1.7480000000000002e-15,,,Nuclei,1748,
113043,mitochondrial network size in G1 of the cell cycle,mitochondrial network size in G1,the cell cycle,Trypanosoma brucei,13.4,,,um,1.34e-05,,,Cell organelles,13.4,
115068,Size of bouton,Size,bouton,Turtle Trachemys scripta elegans,,0.05,10.1,µm^3,,5.0000000000000005e-20,1.01e-17,Other,,'median 1: range 0.05-10.1
111040,Mean length of papilla in cochlea,Mean length,papilla in cochlea,Turtle Trachemys scripta elegans,0.83,,,mm,0.00083,,,Other,0.83,
113439,Diameter of extracellular vesicles (EVs) and exosomes,Diameter,extracellular vesicles (EVs) and exosomes,Unspecified,,1.0,20.0,nm,,1e-09,2e-08,Cell organelles,,"'EVs 20 - 1,000: exosome 20 - 100"
117144,Diameter of the inner ear gap junction channel lumen,Diameter,the inner ear gap junction channel lumen,Unspecified,,1.0,1.5,nm,,1e-09,1.5000000000000002e-09,Other,,'1 - 1.5
105743,Size of membrane rafts,Size,membrane rafts,Unspecified,,10.0,200.0,nm,,1e-08,2.0000000000000002e-07,Cell organelles,,'10-200
111278,Synaptic vesicle radius,Radius,synaptic vesicle,Unspecified,,17.0,22.0,nm,,1.7e-08,2.2000000000000002e-08,Cell organelles,,'17 - 22
116357,Diameters of cellular Î±-Synuclein aggregates,Diameters,cellular Î±-Synuclein aggregates,Unspecified,,40.0,200.0,nm,,4e-08,2.0000000000000002e-07,Nuclei,,'40 - 200
106704,Diameter of regenerating sprouts (following conditional lesion) and embryonic axons,Diameter,regenerating sprouts (following conditional lesion) and embryonic axons,Unspecified,,0.2,0.3,Î¼m,,2e-07,3e-07,Other,,'0.2 to 0.3
116473,Diameter of pigment granules in cortical cells (most probably in human hair),Diameter,pigment granules in cortical cells (most probably in human hair),Unspecified,,0.2,0.8,µm,,2e-07,8e-07,Cells,,'0.2 - 0.8
109334,Contour length of hyaluronan,Contour length,hyaluronan,Unspecified,,2.0,25.0,Î¼m,,2e-06,2.4999999999999998e-05,Other,,'2 to 25
108935,Size of red blood cell,Size,red blood cell,Unspecified,,5.0,7.0,Î¼m,,4.9999999999999996e-06,7e-06,Cells,,'5 to 7 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
112263,Diameter of GUV (giant unilamellar vesicle),Diameter,GUV (giant unilamellar vesicle),Unspecified,,5.0,100.0,Î¼m,,4.9999999999999996e-06,9.999999999999999e-05,Cell organelles,,'~5 to 100
108921,Size of B cell,Size,B cell,Unspecified,,6.0,11.0,Î¼m,,6e-06,1.1e-05,Cells,,'6 to 11 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108930,Size of peripheral blood mononuclear cell (PBMC),Size,peripheral blood mononuclear cell (PBMC),Unspecified,,7.0,12.0,Î¼m,,7e-06,1.2e-05,Nuclei,,'7 to 12 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
109568,Persistence length of actin,Persistence length,actin,Unspecified,,10.0,17.0,Î¼m,,9.999999999999999e-06,1.7e-05,Other,,'~10 to 17
108929,Size of mesenchymal stem cell,Size,mesenchymal stem cell,Unspecified,,15.0,16.0,Î¼m,,1.4999999999999999e-05,1.6e-05,Cells,,'15 to 16 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
107466,Diameter of adipocyte cell,Diameter,adipocyte cell,Unspecified,,30.0,50.0,Î¼m,,2.9999999999999997e-05,4.9999999999999996e-05,Cells,,'30 to 50
112679,Length of microsatellite,Length,microsatellite,Unspecified,,1.0,6.0,nucleotides,,1.0,6.0,Other,,'1 - 6
104511,Length of regulator binding site,Length,regulator binding site,Unspecified,,6.0,10.0,bp,,6.0,10.0,Other,,'6-10
110936,Length of RNA primer synthesized every cycle of Okazaki fragments,Length,RNA primer synthesized every cycle of Okazaki fragments,Unspecified,,10.0,12.0,nts,,10.0,12.0,DNA/RNA structures,,'10 - 12
105440,Typical length of ribonucleic acid aptamer,Typical length,ribonucleic acid aptamer,Unspecified,,30.0,70.0,nucleotides,,30.0,70.0,Nuclei,,'30-70
109037,Estimated percent of cell volume taken up by a wide variety of large biomolecules,Estimated percent,cell volume taken up by a wide variety of large biomolecules,Unspecified,,30.0,50.0,%,,30.0,50.0,Small molecules & proteins,,'30 to 50
113347,Length of complete protein domain,Length,complete protein domain,Unspecified,,50.0,300.0,amino acid residues,,50.0,300.0,Small molecules & proteins,,'~50 - 300
116347,Size of Tau protein,Size,Tau protein,Unspecified,,55.0,62.0,kDa,,55.0,62.0,Small molecules & proteins,,'55 - 62
109645,tRNA length,Length,trna,Unspecified,,74.0,95.0,Nucleotide residues,,74.0,95.0,DNA/RNA structures,,'74 to 95
100493,Length of eukaryotic cilia and flagella,Length,eukaryotic cilia and flagella,Unspecified,10.0,,,Î¼m,9.999999999999999e-06,,,Other,10,
101798,"""Rule of thumb"" for mitochondrion length","""Rule of thumb""",""" for mitochondrion length",Unspecified,2.0,,,µm,2e-06,,,Other,2,
101799,"""Rule of thumb"" for the diameter of transport vesicles","""Rule of thumb""",""" for the diameter of transport vesicles",Unspecified,50.0,,,nm,5.0000000000000004e-08,,,Cell organelles,50,
101827,"""Rule of thumb"" for the diameter of ""Average"" Protein","""Rule of thumb""",""" for the diameter of ""average"" protein",Unspecified,4.0,,,nm,4e-09,,,Small molecules & proteins,4,
101828,"""Rule of thumb"" for the Volume of ""Average"" Protein","""Rule of thumb""",""" for the volume of ""average"" protein",Unspecified,25.0,,,nm^3,2.5e-26,,,Small molecules & proteins,25,
101833,"""Rule of thumb"" for the characteristic velocity of a protein motor","""Rule of thumb""",""" for the characteristic velocity of a protein mot",Unspecified,200.0,,,nm/sec,200.0,,,Small molecules & proteins,200,
101837,"""Rule of thumb"" for the area per molecule in lipid bilayer","""Rule of thumb""",""" for the area per molecule in lipid bilaye",Unspecified,0.5,,,nm^2,5e-19,,,Small molecules & proteins,0.5,
102983,Diameter of entire mitotic chromosome,Diameter,entire mitotic chromosome,Unspecified,1400.0,,,nm,1.4000000000000001e-06,,,DNA/RNA structures,1400,
103046,Shell volume of hammerhead ribozyme,Shell volume,hammerhead ribozyme,Unspecified,22869.0,,,A^3,2.2869000000000002e-26,,,Other,22869,
103573,Dimensions of membrane attack complex pore,Dimensions,membrane attack complex pore,Unspecified,,,,nm,,,,Cell organelles,,'diameter 10: length 15
103774,"""Rule of thumb"" for diameter of nucleus","""Rule of thumb""",""" for diameter of nucleus",Unspecified,5.0,,,µm,4.9999999999999996e-06,,,Nuclei,5,
103785,"""Rule of thumb"" for persistence length of DNA","""Rule of thumb""",""" for persistence length of dna",Unspecified,50.0,,,nm,5.0000000000000004e-08,,,DNA/RNA structures,50,
104045,Stokes radius of immunoglobulin G,Stokes radius,immunoglobulin G,Unspecified,6.4,,,nm,6.400000000000001e-09,,,Other,6.4,
104252,Radius limit for molecules passively transported across nuclear pore complex NPC,Radius limit for molecules passively transported across nuclear pore complex NPC,,Unspecified,5.0,,,nm,5e-09,,,Small molecules & proteins,5,
105334,Volume fluctuations and empirical interfacial tensions of several proteins,Volume fluctuations and empirical interfacial tensions,several proteins,Unspecified,,,,,,,,Small molecules & proteins,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%20fluctuations%20and%20empirical%20interfacial%20tensions%20of%20several%20proteins.pdf
105648,Period length of different oscillatory cellular systems,Period length,different oscillatory cellular systems,Unspecified,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Period%20length%20of%20different%20oscillatory%20cellular%20systems.pdf
106123,Diameter of microtubule,Diameter,microtubule,Unspecified,25.0,,,nm,2.5000000000000002e-08,,,Other,25,
106993,Surface area per lipid molecule,Surface area per lipid molecule,,Unspecified,0.5,,,nm^2,5e-19,,,Small molecules & proteins,0.5,
107056,Absorption cross section at peak wave length of monomeric chlorophyll a in diethyl-ether solution,Absorption cross section at peak wave length,monomeric chlorophyll a in diethyl-ether solution,Unspecified,3.1,,,Å^2,3.1,,,Other,3.1,
107143,Radius of granum,Radius,granum,Unspecified,220.0,,,nm,2.2e-07,,,Other,220,
107149,Radius of ATP synthase,Radius,ATP synthase,Unspecified,5.0,,,nm,5e-09,,,Other,5,
107240,Cross sectional surface area of dipalmitoyl-PtdCho (the prototypical phospholipid),Cross sectional surface area,dipalmitoyl-PtdCho (the prototypical phospholipid),Unspecified,64.0,,,Å^2,64.0,,,Other,64,
107241,Head to tail length of dipalmitoyl-PtdCho (the prototypical phospholipid),Head to tail length,dipalmitoyl-PtdCho (the prototypical phospholipid),Unspecified,19.0,,,Å,19.0,,,Other,19,
107643,Length of endothelial cell is on the order of,Length,endothelial cell is on the order of,Unspecified,10.0,,,Î¼m,9.999999999999999e-06,,,Cells,10,
108067,Dimensions of cytochrome C,Dimensions,cytochrome C,Unspecified,,,,nm,,,,Other,,'2.5 by 2.5 by 3.7
108461,Molecular diameter of GFP,Molecular diameter,GFP,Unspecified,53.3,,,Å,53.3,,,Other,53.3,
108810,Intracellular aqueous volume (Vin),Intracellular aqueous volume (Vin),,Unspecified,2.3,,,Î¼L per mg of dry cell weight (DCW),2.3,,,Cells,2.3,
108932,Size of primary astrocyte,Size,primary astrocyte,Unspecified,7.0,,,Î¼m,7e-06,,,Other,7,'Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108934,Size of dorsal root ganglion cell,Size,dorsal root ganglion cell,Unspecified,7.0,,,Î¼m,7e-06,,,Cells,7,'Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
109124,Diameter of proteoliposome,Diameter,proteoliposome,Unspecified,,,,Î¼m,,,,Other,,'~0.1
109237,Microtubule diameter,Diameter,microtubule,Unspecified,,,,nm,,,,Other,,'23
109238,Kinesin motor protein length,Length,kinesin motor protein,Unspecified,10.0,,,nm,1e-08,,,Small molecules & proteins,10,
109239,Diameter of transport vesicle in axon,Diameter,transport vesicle in axon,Unspecified,30.0,,,nm,3.0000000000000004e-08,,,Cell organelles,30,
109594,Average carbon-carbon bond length projected on the hydrocarbon chain,Average carbon-carbon bond length projected on the hydrocarbon chain,,Unspecified,0.126,,,nm,1.26e-10,,,Other,0.126,
109737,Dimensions of ROS (Rod Outer Segment),Dimensions,ROS (Rod Outer Segment),Unspecified,,,,Î¼m,,,,Other,,'Length ~60: diameter 6
110297,Length of apolipoprotein B-100,Length,apolipoprotein B-100,Unspecified,,,,amino acids,,,,Small molecules & proteins,,"'4,636"
110856,Surface area of typical neuron,Surface area,typical neuron,Unspecified,,,,µm^2,,,,Other,,"'~2,000"
111337,Retinal cross section,Retinal cross section,,Unspecified,2.0,,,cm^2,0.0002,,,Other,2E-16,'Table link - http://bionumbers.hms.harvard.edu/files/Parameters%20of%20reference%20dye%20ADS084BE%20in%20THF%20and%20of%20blue-light%20adapted%20cofactor%20RetA%20of%20HKR1%20in%20HEPES-DDM%20pH%207.4%20buffer%20used%20for%20saturable%20absorption%20calculations.pdf
111583,"Coordinates, surface areas, and free energies of several proteins","Coordinates, surface areas, and free energies",several proteins,Unspecified,,,,,,,,Small molecules & proteins,,'Table link - http://bionumbers.hms.harvard.edu/files/Coordinates%2C%20surface%20areas%2C%20and%20free%20energies.pdf
111734,Length of microvilli of enterocyte,Length,microvilli of enterocyte,Unspecified,,,,µm,,,,Other,,'~1
111870,Length of transient RNAâDNA hybrid formed by RNAP II upon transcription,Length,transient RNAâDNA hybrid formed by RNAP II upon transcription,Unspecified,,,,bp,,,,DNA/RNA structures,,'9 â 10
112022,Diameter of axon or spine neck,Diameter,axon or spine neck,Unspecified,,,,nm,,,,Other,,'â¤50
112125,Length of polyadenylation tail,Length,polyadenylation tail,Unspecified,,,,nucleotides,,,,Other,,'initial ~250: mature ~100
112620,Persistence length of DNA,Persistence length,DNA,Unspecified,,,,nm,,,,DNA/RNA structures,,'in 10 mM Na+ buffer ~53nm: in 80 mM Na+ buffer ~15nm
112631,Salt dependence of the persistence length of DNA,Salt dependence,the persistence length of DNA,Unspecified,,,,Å,,,,DNA/RNA structures,,'Table link - http://bionumbers.hms.harvard.edu/files/Salt%20dependence%20of%20the%20persistence%20length%20of%20DNA.pdf
112863,Salt dependence of the persistence length of DNA,Salt dependence,the persistence length of DNA,Unspecified,,,,Å,,,,DNA/RNA structures,,'Table link - http://bionumbers.hms.harvard.edu/files/Salt%20dependence%20of%20the%20persistence%20length%20of%20DNA.pdf
113236,Length of edge of hepatocyte (a roughly cubical cell),Length,edge of hepatocyte (a roughly cubical cell),Unspecified,15.0,,,µm,1.4999999999999999e-05,,,Cells,15,
116932,Usual dimensions of white blood cell on blood smear,Usual dimensions,white blood cell on blood smear,Unspecified,,,,µm,,,,Cells,,'10 µm - 20
117021,Size of consensus TATA box of GPH1 gene which codes for a glycogen phosphorylase,Size,consensus TATA box of GPH1 gene which codes for a glycogen phosphorylase,Unspecified,,,,bp,,,,Other,,'~300
102727,Diameter of a vesicle,Diameter,a vesicle,Various,,40.0,80.0,nm,,4e-08,8e-08,Cell organelles,,'40-80
104275,Length scale of rapid locally restricted movements of subnuclear complexes,Length scale,rapid locally restricted movements of subnuclear complexes,Various,,0.4,0.5,Î¼m,,4e-07,5e-07,Nuclei,,'0.4-0.5
111608,Average genome size of organelles,Average genome size,organelles,Various,,0.12,0.2,Mb,,0.12,0.2,Cell organelles,,'chloroplast DNA ~0.12-0.2 mitochondrial DNA in humans ~0.0165 plasmids ~0.001â1
101521,Length of piRNA (Piwi-interacting RNA),Length,piRNA (Piwi-interacting RNA),Various,,24.0,30.0,nucleotides,,24.0,30.0,DNA/RNA structures,,'24-30
104858,Typical burst size of tailed phages,Typical burst size,tailed phages,Various,,50.0,100.0,Virions/cell,,50.0,100.0,Other,,'50-100
108984,Average protein lengths,Average protein lengths,,Various,,250.0,350.0,Amino acids,,250.0,350.0,Small molecules & proteins,,'Bacteria 250 to 350: Eukaryotes ~500
101942,Dimensions of mitochondria,Dimensions,mitochondria,Various,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/mitochondrialdimensions.jpg
102754,Database of red blood cell sizes,Database,red blood cell sizes,Various,,,,,,,,Cells,,'Database link - http://tinyurl.com/5o6v2j
103048,Shell volume of nucleosome,Shell volume,nucleosome,Various,328000.0,,,Å^3,3.2800000000000004e-25,,,DNA/RNA structures,328000,
103115,Size of virion,Size,virion,Various,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/3%20D%20reconstructions%20of%20spherical%20virruses.pdf
103793,Approximate genome size and genome content of various organisms,Approximate genome size and genome content,various organisms,Various,,,,,,,,Tissues & organs,,'Table link - http://bionumbers.hms.harvard.edu/files/Approximate%20genome%20size%20and%20genome%20content%20of%20various%20prokaryotes%20and%20eukaryotes.pdf
103878,Intracellular microbial inclusion body size and function,Intracellular microbial inclusion body size and function,,Various,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Intracellular%20microbial%20inclusion%20body%20sizes.pdf
104065,Size of selected animal cells,Size,selected animal cells,Various,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Size%20of%20selected%20animal%20cells.pdf
104073,Size and structure of viruses,Size and structure,viruses,Various,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Size%20and%20structure%20of%20viruses.pdf
104773,Stokes radius of carbonic anhydrase,Stokes radius,carbonic anhydrase,Various,2.01,,,nm,2.01e-09,,,Other,2.01,'Table link - http://bionumbers.hms.harvard.edu/files/Stokes%20radii%20for%20various%20molecules.pdf
